Term,Count,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
difficult,290,0,0.00022058823,0.00020264139,0.00029182425,0.00019971732,0.00022197558,0.00023742818,0.00013739768,0.00041846005,0.00043073742,0.0002234304,0.00021723488,0.00020403479,0.00024089936,0.00030707815,0.0002994204,0.00048459545,0.0005002001
pieces,290,0.00029205607,0.00044117647,0.00026431485,0.00024513237,0.00021508019,0.00029596745,0.00035614226,0.00027479537,0.00029890003,0.00024408454,0.00027662812,0.00014934897,0.00015302609,0.00026766595,0.00025589846,0.00036358193,0.00054051034,0.00020008003
staging,290,0.00029205607,0.00029411764,8.810495E-05,0.00015174861,0.00033798316,0.0002713035,0.0001424569,0.00035330834,0.00022417503,0.00035894784,0.00021279085,0.0003937382,0.00021678697,0.0004282655,0.0005117969,0.0003208076,0.00018638287,0.00040016006
parts,289,0,0.00025735295,0.0003524198,0.00031517018,0.0002611688,0.00044395117,0.000261171,0.00027479537,0.00025406503,0.0002010108,0.00023406994,0.00014934897,0.00025504347,0.00020074946,0.00037531773,0.00027803323,0.00020502115,0.0005002001
opening,288,0.0008761682,0.00033088235,0.00026431485,0.00025680533,0.00038407178,0.00029596745,0.00011871409,0.00021591065,0.00025406503,0.00015793706,0.00027662812,0.00029869794,0.00028054783,0.00032119916,0.00030707815,0.0003208076,0.00018638287,0.00030012004
certain,286,0.00058411213,0.00047794118,0.0003964723,0.00037353503,0.00019971732,0.00024663954,0.00033239945,0.00037293657,0.00031384506,0.0002010108,0.00011703497,0.00017650334,0.00025504347,0.00016059958,0.00015353908,0.0002994204,0.000260936,0.0005002001
lot,286,0.00029205607,0.00025735295,0.0003259883,0.00024513237,0.00030725743,0.00041928721,0.00011871409,0.00037293657,0.00019428504,0.0002010108,0.00030854673,0.00031227514,0.00026779567,0.00029443254,0.00025589846,0.0001497102,0.00016774458,0.00030012004
festival,285,0.00058411213,0.00011029412,0.00015858891,0.00029182425,0.000107540094,9.8655815E-05,4.7485635E-05,0.00019628242,0.00019428504,0.00017229497,0.0004468608,0.00055666437,0.0003443087,0.00040149892,0.00034119794,0.00021387172,0.00031685087,0.000100040015
version,285,0.00058411213,0.00018382353,0.00014977841,0.00025680533,0.0002611688,0.0007399186,0.00016619972,0.00031405187,0.00017934003,0.00011486331,0.00013831406,0.00036658384,0.00021678697,0.00020074946,0.0006312162,0.00021387172,0.00039140403,0.00045018006
fun,284,0.0008761682,0.00036764707,0.00031717782,0.00018676752,0.00018435445,0.0003206314,0.00016619972,0.00019628242,0.00025406503,0.00024408454,0.00031918628,0.00024438923,0.00020403479,0.00050856534,0.00015353908,0.0003208076,0.000260936,0.00015006002
takes,284,0,0.00029411764,0.0001762099,0.00017509455,0.00035334603,0.00034529535,0.00011871409,0.00031405187,7.472501E-05,0.00021536871,0.00019151178,0.00021723488,0.00030605218,0.00045503213,0.00042649743,0.00049190497,0.000260936,0.00045018006
become,283,0.00058411213,0.00025735295,0.00022026237,0.00016342159,0.00029189454,0.00024663954,0.00023742818,0.0002355389,0.00037362505,0.00024408454,0.00015959314,0.00028512077,0.00036981306,0.00040149892,0.00030707815,0.0003208076,0.00018638287,0.00020008003
start,283,0,0.00029411764,0.00038766177,0.000396881,0.00016899158,0.00029596745,0.00047485635,0.00021591065,0.00019428504,0.0002010108,0.00018087223,0.00023081205,0.00019128261,0.00021413276,0.00025589846,0.0003208076,0.0002795743,0.00030012004
line,282,0.00029205607,0.00011029412,0.0001850204,0.0003501891,0.00023044307,0.00029596745,0.00018994254,0.00031405187,0.00019428504,0.00027280036,0.00027662812,0.0002579664,0.00019128261,0.00025428267,0.00040943755,0.00034219475,0.00039140403,0.00020008003
TRUE,282,0.00058411213,0.00040441175,0.00027312533,0.00021011346,0.00015362872,0.00022197558,0.000261171,0.00027479537,0.00028395504,0.0003876637,0.00026598858,0.0002579664,0.00029330002,0.00029443254,0.00022177867,0.00023525889,0.000260936,0.00015006002
became,279,0,0.0005147059,0.0005374402,0.00030349722,0.00024580595,0.00012331977,0.00035614226,0.00025516714,0.00032879005,0.0002010108,0.00031918628,0.00019008051,0.00019128261,0.00018736617,0.00017059897,8.554869E-05,7.455315E-05,0.000100040015
final,279,0.00029205607,0.00036764707,0.00022907287,0.0002334594,0.00023044307,0.0002713035,0.00018994254,0.00025516714,0.00014945002,0.0002010108,0.0002234304,0.0002715436,0.00026779567,0.00032119916,0.00040943755,0.00036358193,0.00035412743,0.00025010004
onstage,279,0,7.352941E-05,7.048396E-05,5.836485E-05,0.00021508019,0.00024663954,0.000261171,0.00035330834,0.00040351506,0.0005312428,0.00043622125,0.0003258523,0.00014027391,0.00016059958,0.00042649743,0.00023525889,0.00016774458,0.0007002801
based,278,0.00029205607,7.352941E-05,0.00022026237,0.00029182425,0.00023044307,0.00012331977,0.00018994254,0.00013739768,0.00017934003,0.00034458993,0.00040430264,0.00044804692,0.00031880435,0.00016059958,0.00020471877,0.00025664608,0.00037276573,0.000100040015
dancer,278,0.00029205607,0.00011029412,0.00038766177,0.00021011346,0.00019971732,0.00014798372,7.122845E-05,9.814121E-05,0.00016439502,0.00024408454,0.00036174446,0.00019008051,0.00022953913,0.00026766595,0.00044355734,0.00057745364,0.0002982126,0.000100040015
style,276,0,7.352941E-05,0.00026431485,0.0001167297,0.00018435445,0.0003699593,0.00011871409,0.00021591065,0.00043340508,0.0003876637,0.00029790722,0.0002579664,0.00016577827,0.00030781585,0.00022177867,0.00049190497,0.00022365944,0.00020008003
presence,275,0.00029205607,0.00025735295,0.00021145189,0.00025680533,0.00035334603,0.00029596745,0.00023742818,0.00025516714,0.00022417503,0.00021536871,0.00019151178,0.00024438923,0.00029330002,0.00025428267,0.00022177867,0.00038496908,0.00035412743,0.00025010004
red,275,0,0.00022058823,0.0003612303,0.00037353503,0.00038407178,0.00022197558,0.00016619972,0.00041219307,0.00014945002,0.00027280036,0.00018087223,9.5040254E-05,0.00025504347,0.00024089936,0.00025589846,0.00012832304,0.00033548917,0.00020008003
dancing,274,0,0.00033088235,0.00025550436,0.0001984405,0.00024580595,0.00014798372,9.497127E-05,0.00021591065,0.00022417503,0.00033023203,0.00040430264,0.00028512077,0.00026779567,0.00025428267,0.00023883856,0.00019248454,0.00031685087,0.00025010004
entire,272,0,0.00040441175,0.00037885128,0.00030349722,0.00024580595,0.00019731163,0.00016619972,0.00025516714,0.00025406503,0.00015793706,0.00013831406,0.00028512077,0.00021678697,0.00026766595,0.00022177867,0.00021387172,0.00031685087,0.00045018006
images,272,0.0020443925,0.00014705882,0.0003259883,0.00037353503,0.00030725743,0.0002713035,7.122845E-05,0.00013739768,0.00038857007,0.00027280036,0.0002447095,0.00020365769,0.00014027391,0.00033458244,0.00013647918,0.00021387172,0.0001491063,0.00030012004
sex,272,0,0.00077205885,0.00029955682,0.00042022692,0.00012290297,0.00046861512,0.00023742818,0.000490706,0.00023912004,0.00015793706,0.0002234304,0.00023081205,0.00015302609,0.00022751607,0.00011941928,0.00012832304,3.7276575E-05,0.0005002001
brought,270,0,0.00047794118,0.00029955682,0.00037353503,0.00023044307,0.00022197558,0.0001424569,0.00027479537,0.00029890003,0.00021536871,0.00021279085,0.0002579664,0.00021678697,0.00021413276,0.00030707815,0.00025664608,0.00016774458,5.0020008E-05
change,270,0.00029205607,0.00033088235,0.0001762099,0.00029182425,7.681436E-05,0.0003206314,0.00018994254,0.00019628242,0.00017934003,0.00014357913,0.0002234304,0.00016292615,0.0009819174,0.00018736617,0.00011941928,0.00027803323,0.00018638287,0.00015006002
later,269,0.0014602804,3.6764704E-05,0.00015858891,0.00026847832,0.0002611688,0.0003699593,0.00035614226,0.00035330834,0.00025406503,0.00017229497,0.00018087223,0.0002715436,0.00030605218,0.00030781585,0.00030707815,0.00023525889,0.00022365944,0.00015006002
rest,269,0.00058411213,0.00025735295,0.00019383089,0.00031517018,0.00029189454,0.00041928721,0.00037988508,0.0002944236,0.00032879005,0.00024408454,0.00018087223,0.00014934897,0.00020403479,0.00018736617,0.00022177867,0.00027803323,0.00020502115,0.0005002001
female,268,0,0.00029411764,0.0005374402,0.00031517018,0.00015362872,0.00017264768,0.00016619972,0.00017665417,0.00023912004,5.7431655E-05,0.00018087223,0.00044804692,0.00017853043,0.00017398287,0.00023883856,0.00019248454,0.00022365944,0.00035014006
problem,268,0,0.00014705882,0.00029074633,0.00026847832,0.0002611688,0.0003206314,0.00042737072,0.00027479537,0.00031384506,0.00021536871,0.00023406994,0.00033942948,0.00020403479,0.00017398287,0.00017059897,0.00023525889,0.0001491063,0.00025010004
friends,267,0.00058411213,0.00036764707,0.0003700408,0.00021011346,0.00044552327,0.00019731163,0.00016619972,0.00013739768,0.00020923003,0.00027280036,0.00015959314,0.00019008051,0.00028054783,0.00025428267,0.00013647918,0.0002994204,0.00024229773,0.00030012004
school,267,0,0.00033088235,0.00025550436,0.00032684318,0.00023044307,0.00029596745,0.0001424569,7.851297E-05,0.00013450503,0.00035894784,0.00030854673,0.00017650334,0.00021678697,0.00028104926,0.00013647918,0.00010693586,0.00037276573,0.0008503401
side,267,0.00058411213,0.00011029412,0.00021145189,0.00025680533,0.00018435445,0.00014798372,0.00030865663,0.00037293657,0.00013450503,0.0002010108,0.00019151178,0.0001357718,0.00026779567,0.00026766595,0.00035825785,0.00055606646,0.0004100423,0.00025010004
particular,266,0.00029205607,0.00033088235,0.00022907287,0.00030349722,0.00030725743,0.00024663954,0.00018994254,0.00015702593,0.00017934003,0.00014357913,0.00020215132,0.00021723488,0.00030605218,0.00038811564,0.00030707815,0.00010693586,0.00039140403,0.00020008003
political,266,0,0.00036764707,0.00014096792,0.00024513237,0.0003226203,0.00019731163,0.0002849138,0.00015702593,0.00038857007,0.0003015162,0.00034046537,0.0002579664,0.00025504347,0.00033458244,0.00011941928,0.00021387172,0.0001491063,0.000100040015
history,264,0.00029205607,0.00018382353,0.00022907287,0.00024513237,0.000107540094,7.399186E-05,0.00021368536,0.00027479537,0.00032879005,0.00018665288,0.00027662812,0.00014934897,0.0003953174,0.0004684154,0.00015353908,0.00010693586,0.00037276573,0.00030012004
present,263,0.00058411213,0.00044117647,0.00024669387,0.00018676752,0.0003687089,0.00014798372,0.0004036279,0.00015702593,0.00023912004,0.00031587412,0.00014895361,0.00017650334,0.00025504347,0.00028104926,0.00020471877,0.00038496908,0.00020502115,0.00015006002
turn,262,0,0.00033088235,0.00015858891,0.00024513237,0.00018435445,0.00024663954,0.00033239945,0.0002355389,0.00025406503,0.00024408454,0.00025534903,0.00016292615,0.00024229131,0.00024089936,0.00034119794,0.0002994204,0.0002795743,0.0005002001
visual,261,0.0008761682,0.00022058823,0.00024669387,0.00026847832,0.00029189454,0.00017264768,0.00023742818,9.814121E-05,0.00034373507,0.00021536871,0.00020215132,0.0001357718,0.00025504347,0.00022751607,0.00032413806,0.0002994204,0.00039140403,0.000100040015
costumes,260,0.00029205607,0.00022058823,0.00016739941,0.00015174861,0.00027653167,0.0003206314,0.00023742818,0.00015702593,0.00022417503,0.00031587412,0.00028726767,0.00033942948,0.00026779567,0.00025428267,0.00025589846,0.0002994204,0.00016774458,0.00025010004
kind,260,0,7.352941E-05,0.0003524198,0.00032684318,0.00046088613,0.00046861512,0.00021368536,0.000490706,0.00016439502,0.0001005054,0.0002234304,0.00023081205,0.00017853043,0.00016059958,8.5299485E-05,4.2774343E-05,0.00022365944,0.00030012004
theme,259,0,0.00029411764,0.00023788336,0.00016342159,0.00013826584,0.00014798372,0.00018994254,0.0002355389,0.00013450503,0.00025844245,0.00026598858,0.00033942948,0.00029330002,0.00021413276,0.00035825785,0.00034219475,0.0002982126,0.00030012004
idea,258,0,0.00029411764,0.00025550436,0.0002801513,0.00021508019,0.00012331977,0.00011871409,0.00027479537,0.00016439502,0.00012922123,0.00031918628,0.00021723488,0.00022953913,0.00033458244,0.00025589846,0.0003208076,0.00031685087,0.00015006002
moving,257,0,0.00011029412,0.00026431485,0.00018676752,0.0003226203,0.00014798372,0.0002849138,0.0002355389,0.00034373507,0.00021536871,0.00021279085,0.00021723488,0.00019128261,0.00020074946,0.00020471877,0.00040635627,0.0002982126,0.00030012004
effect,256,0,0.00047794118,0.00024669387,0.00030349722,0.00035334603,0.00029596745,0.0001424569,0.0002944236,0.00019428504,0.00028715827,0.0002234304,9.5040254E-05,0.00015302609,0.00017398287,0.00020471877,0.0003208076,0.00033548917,0.000100040015
quality,256,0.00029205607,0.00014705882,0.00029074633,0.00021011346,0.00019971732,0.00012331977,0.00021368536,0.00011776945,0.00025406503,0.0002010108,0.0002447095,0.0002579664,0.00025504347,0.00029443254,0.00032413806,0.00040635627,0.00020502115,0.00015006002
can't,255,0,0,0.00022907287,0.00016342159,0.00021508019,0.00024663954,0.00016619972,0.00025516714,0.00029890003,0.00021536871,0.00032982582,0.0003937382,0.00029330002,0.00025428267,0.00037531773,0.00017109737,5.591486E-05,5.0020008E-05
house,255,0.00029205607,0.00040441175,0.00024669387,9.338376E-05,0.0002611688,0.00046861512,0.00033239945,0.00011776945,0.00017934003,0.00022972662,0.0002447095,0.00010861744,0.00030605218,0.00013383297,0.00025589846,0.00023525889,0.00048459545,0.00030012004
turns,255,0.00029205607,0.00022058823,0.00019383089,0.00030349722,0.00021508019,0.00024663954,0.00023742818,0.0002355389,0.00019428504,0.00018665288,0.00028726767,0.00036658384,0.00016577827,0.00017398287,0.00010235939,0.00017109737,0.0004100423,0.0006002401
attention,254,0.00029205607,0.00025735295,0.0001762099,0.00031517018,0.0003226203,0.00017264768,0.00037988508,0.00037293657,0.00017934003,0.00025844245,0.00014895361,0.00021723488,0.00015302609,0.00022751607,0.00029001824,0.00021387172,0.000260936,0.00030012004
children,254,0,3.6764704E-05,0.0003259883,0.00012840267,0.00035334603,0.00029596745,0.00018994254,0.00019628242,0.00035868006,0.00025844245,0.00018087223,0.00014934897,0.00033155654,0.00020074946,0.00037531773,6.416152E-05,0.000260936,0.000100040015
design,254,0.00058411213,0.00029411764,0.00014977841,0.00012840267,0.00018435445,0.00017264768,0.00021368536,0.00013739768,0.00019428504,0.00014357913,0.00034046537,0.00029869794,0.00030605218,0.00040149892,0.00023883856,0.00047051779,0.00018638287,0.00020008003
society,254,0,0.00036764707,0.00043171426,0.00018676752,0.00024580595,0.00034529535,9.497127E-05,9.814121E-05,0.00028395504,0.00027280036,0.00020215132,0.00010861744,0.00019128261,0.00013383297,0.00022177867,0.00019248454,0.0004286806,0.00025010004
took,254,0.00058411213,0.00029411764,0.00030836734,0.00022178644,0.00038407178,0.00024663954,0.0001424569,0.00041219307,0.00022417503,0.00027280036,0.0002234304,0.00017650334,0.00019128261,9.3683084E-05,0.00027295836,0.00021387172,0.00020502115,5.0020008E-05
ballet,253,0,0.00014705882,0.00013215742,7.003782E-05,0.00046088613,0.00014798372,0.00011871409,0.00013739768,5.978001E-05,0.00035894784,0.00034046537,0.0003258523,0.00015302609,0.00022751607,0.00017059897,0.00047051779,0.00046595716,0.00045018006
becomes,253,0.00029205607,0.00073529413,0.00025550436,0.00030349722,0.00029189454,9.8655815E-05,0.00016619972,0.00013739768,0.00043340508,8.6147484E-05,0.00018087223,0.00036658384,0.00024229131,0.00020074946,0.00010235939,0.00017109737,0.0001491063,0.00025010004
male,252,0,0.00014705882,0.00026431485,0.00025680533,0.00027653167,0.00017264768,0.00018994254,0.0003336801,0.00020923003,0.00017229497,0.00017023268,0.00035300668,0.00021678697,0.00025428267,0.00018765886,0.00023525889,0.00016774458,0.0005502201
room,252,0.0017523364,0.00018382353,0.00028193585,0.00017509455,0.00029189454,0.00029596745,0.00042737072,0.00031405187,0.00023912004,0.00017229497,0.00011703497,0.00028512077,0.00022953913,0.00016059958,0.00015353908,0.0004491306,9.319143E-05,0.00020008003
ideas,251,0.00029205607,0.00025735295,0.00038766177,0.00015174861,0.000107540094,2.4663954E-05,0.00011871409,0.0002944236,0.00026901005,0.00035894784,0.00031918628,0.00017650334,0.00025504347,0.00022751607,0.00018765886,0.00025664608,0.0001491063,0.00020008003
themes,251,0.00029205607,0.00036764707,0.00014096792,0.00016342159,0.00016899158,0.0003206314,0.0001424569,0.00013739768,0.00022417503,0.00037330575,0.00023406994,0.00024438923,0.00021678697,0.00030781585,0.00020471877,0.00023525889,0.00050323375,0.000100040015
written,250,0.00058411213,0.00025735295,0.0001762099,0.00030349722,0.00015362872,0.0002713035,0.00037988508,0.0002355389,0.00011956002,0.00018665288,0.00028726767,0.00016292615,0.00021678697,0.00017398287,0.00034119794,0.0003208076,0.00022365944,0.00045018006
head,249,0.00029205607,0.00025735295,0.00021145189,0.00025680533,0.00021508019,0.00034529535,0.0001424569,0.00015702593,0.00019428504,0.00018665288,0.00021279085,0.00029869794,0.00021678697,0.00024089936,0.00023883856,0.00027803323,0.00037276573,0.00015006002
social,249,0,0.00018382353,0.00029955682,0.00017509455,0.0002611688,0.00034529535,0.00011871409,0.00011776945,0.00025406503,0.0004020216,0.00018087223,0.00019008051,0.0003443087,0.00016059958,8.5299485E-05,0.00023525889,0.00031685087,0.00025010004
personal,248,0.00029205607,0.00022058823,0.00028193585,0.00021011346,0.00016899158,0.00022197558,0.00023742818,0.00011776945,0.00022417503,0.00018665288,0.00014895361,0.00020365769,0.00031880435,0.00022751607,0.00032413806,0.0003208076,0.00039140403,5.0020008E-05
singing,248,0.00058411213,0.00025735295,0.0001850204,0.00025680533,4.608861E-05,0.00012331977,9.497127E-05,5.8884725E-05,0.000104615014,0.00015793706,0.0003511049,0.00042089255,0.00020403479,0.00034796575,0.00027295836,0.0003208076,0.00037276573,0.00030012004
son,248,0.00029205607,0.00025735295,0.00025550436,0.0001984405,0.00016899158,0.00017264768,0.00035614226,0.00011776945,0.00029890003,0.0001005054,0.00023406994,0.00017650334,0.00028054783,0.00038811564,0.00023883856,0.0001497102,0.00024229773,0.00040016006
create,247,0.00029205607,0.00029411764,0.00016739941,0.00025680533,0.00016899158,0.00017264768,0.00021368536,0.00021591065,0.00022417503,0.00031587412,0.00031918628,0.00024438923,0.00017853043,0.00030781585,0.00010235939,0.0003208076,0.00020502115,0.00025010004
easy,246,0,0.00036764707,0.00015858891,0.00029182425,0.0003226203,0.00024663954,0.0004036279,0.00015702593,0.00034373507,0.00014357913,9.575589E-05,0.00017650334,0.00017853043,0.00029443254,0.00027295836,0.0002994204,0.00024229773,0.00015006002
finally,246,0,0.00033088235,0.00025550436,0.0002801513,0.00019971732,0.00029596745,0.00018994254,0.00027479537,0.00028395504,0.0002010108,0.00020215132,0.00017650334,0.000114769566,0.00013383297,0.00025589846,0.00023525889,0.0004473189,0.00015006002
presented,246,0,0.00025735295,0.00042290377,0.00031517018,0.00019971732,9.8655815E-05,0.00016619972,0.0002944236,0.00013450503,0.00017229497,9.575589E-05,0.00010861744,0.0003443087,0.00021413276,0.00017059897,0.00019248454,0.0002982126,0.00045018006
bad,245,0.00058411213,0.0005514706,0.00029074633,0.00031517018,0.00023044307,0.00019731163,0.0002849138,0.0003336801,0.00014945002,0.00018665288,0.00027662812,0.00020365769,0.00019128261,0.00018736617,0.00013647918,8.554869E-05,0.0001491063,0.00015006002
elements,243,0,0.00018382353,0.00019383089,0.0001984405,9.217722E-05,0.00017264768,0.0001424569,0.0002355389,0.00023912004,0.00028715827,0.0002234304,0.00029869794,0.00022953913,0.00026766595,0.00040943755,0.0002994204,0.00020502115,0.000100040015
malay,242,0,0,4.4052475E-05,1.167297E-05,4.608861E-05,0.00041928721,7.122845E-05,0.00011776945,0.00026901005,0.0003015162,0.0005851749,0.0003258523,0.00015302609,0.0004282655,0.00020471877,0.00012832304,0.00033548917,0.00045018006
terms,240,0,0.00022058823,0.0001850204,0.00010505673,0.0003226203,0.00022197558,0.00030865663,0.0002355389,0.00019428504,0.00018665288,0.0003511049,0.0002715436,0.00026779567,0.00016059958,0.00022177867,0.00017109737,0.00020502115,0.00025010004
attempt,238,0.00058411213,0.00018382353,0.00028193585,0.00042022692,0.00015362872,0.00039462326,0.0002849138,0.00041219307,0.00016439502,0.00011486331,0.00015959314,0.00014934897,0.00016577827,0.00014721627,0.00030707815,0.00019248454,0.0001491063,0
want,238,0,0.00022058823,0.00021145189,0.00021011346,0.00018435445,0.00039462326,0.00016619972,0.00013739768,0.00014945002,0.00028715827,0.00028726767,0.00016292615,0.00020403479,0.00032119916,0.00018765886,0.00027803323,9.319143E-05,0.0005002001
daughter,237,0,0.00029411764,0.00015858891,0.00016342159,0.00012290297,0.00029596745,0.00018994254,0.00039256483,0.00017934003,0.00024408454,0.00018087223,0.00020365769,0.000114769566,0.000495182,0.00013647918,0.00034219475,0.00022365944,0.00030012004
perfect,237,0,7.352941E-05,0.00022907287,0.00010505673,0.00030725743,7.399186E-05,0.00023742818,0.00045144954,0.00019428504,0.00024408454,0.00018087223,0.00019008051,0.00021678697,0.00028104926,0.00027295836,0.0002994204,0.000260936,5.0020008E-05
taken,237,0,0.00022058823,0.0003612303,0.00025680533,0.0002611688,0.00017264768,0.00030865663,0.00027479537,0.00020923003,7.178957E-05,0.0002447095,0.00019008051,0.00012752174,0.00025428267,0.00011941928,0.00023525889,0.000130468,0.00035014006
unfortunately,237,0.00029205607,0.00011029412,0.00012334694,0.00017509455,0.00012290297,0.00017264768,2.3742818E-05,0.00019628242,0.00014945002,0.00034458993,0.00025534903,0.0002715436,0.00038256522,0.0004282655,0.00018765886,0.00025664608,0.0001491063,0.00035014006
eyes,236,0,0.00025735295,0.00022026237,0.00024513237,0.00012290297,0.0002713035,0.00021368536,0.00025516714,0.00026901005,0.00024408454,0.00020215132,0.00021723488,0.00020403479,0.00021413276,0.00017059897,0.00027803323,0.000260936,0.00015006002
tell,236,0,0.00014705882,0.00023788336,0.0002801513,0.00019971732,0.00017264768,0.00030865663,0.00025516714,0.00019428504,0.00018665288,0.00025534903,0.00017650334,0.00022953913,0.00024089936,0.00023883856,0.00019248454,0.00024229773,0
writing,236,0,0.00014705882,0.00019383089,0.00024513237,0.00019971732,0.0006165988,0.00035614226,0.0004318213,0.00029890003,0.00011486331,0.00020215132,9.5040254E-05,0.00016577827,0.00013383297,8.5299485E-05,0.00027803323,0.00018638287,0.00045018006
